qid,domain,bertscore_dist,bertscore_gold,bertscore_para,bertscore_para_dist,bertscore_gold_percent,bertscore_para_percent,bertscore_dist_percent,bertscore_para_dist_percent,drop_bertscore_para_pp,drop_bertscore_dist_pp,drop_bertscore_para_dist_pp
POL005,politics,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
POL006,politics,1.0000014305114746,1.0000014305114746,1.0000014305114746,1.0000014305114746,100.00014305114746,100.00014305114746,100.00014305114746,100.00014305114746,0.0,0.0,0.0
POL007,politics,0.999998927116394,0.999998927116394,0.999998927116394,0.999998927116394,99.9998927116394,99.9998927116394,99.9998927116394,99.9998927116394,0.0,0.0,0.0
POL008,politics,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
POL009,politics,0.28825291991233826,0.28825291991233826,0.28825291991233826,0.28825291991233826,28.825291991233826,28.825291991233826,28.825291991233826,28.825291991233826,0.0,0.0,0.0
POL010,politics,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SCI001,science,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SCI002,science,0.999998927116394,0.999998927116394,0.999998927116394,0.999998927116394,99.9998927116394,99.9998927116394,99.9998927116394,99.9998927116394,0.0,0.0,0.0
SCI003,science,1.0000014305114746,1.0000014305114746,1.0000014305114746,1.0000014305114746,100.00014305114746,100.00014305114746,100.00014305114746,100.00014305114746,0.0,0.0,0.0
SCI004,science,0.9999996423721313,0.9999996423721313,0.9999996423721313,0.9999996423721313,99.99996423721313,99.99996423721313,99.99996423721313,99.99996423721313,0.0,0.0,0.0
SCI005,science,0.23296788334846497,0.23296788334846497,0.23296788334846497,0.23296788334846497,23.296788334846497,23.296788334846497,23.296788334846497,23.296788334846497,0.0,0.0,0.0
SCI006,science,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SCI007,science,0.01896444521844387,0.01896444521844387,0.01896444521844387,0.01896444521844387,1.896444521844387,1.896444521844387,1.896444521844387,1.896444521844387,0.0,0.0,0.0
SCI008,science,0.9999992847442627,0.9999992847442627,0.9999992847442627,0.9999992847442627,99.99992847442627,99.99992847442627,99.99992847442627,99.99992847442627,0.0,0.0,0.0
SCI009,science,0.836588442325592,0.836588442325592,0.836588442325592,0.836588442325592,83.6588442325592,83.6588442325592,83.6588442325592,83.6588442325592,0.0,0.0,0.0
SCI010,science,0.6937061548233032,0.6937061548233032,0.6937061548233032,0.6937061548233032,69.37061548233032,69.37061548233032,69.37061548233032,69.37061548233032,0.0,0.0,0.0
