qid,domain,model,setting,em_majority,f1_median,latency_median_ms,refusal_any,invalid_any,stability_mad_f1
POL002,politics,llama31_8b,dist,1,1.0,858.0,0,0,0.0
POL002,politics,llama31_8b,gold,1,1.0,929.0,0,0,0.0
POL002,politics,llama31_8b,para,1,1.0,818.0,0,0,0.0
POL002,politics,llama31_8b,para_dist,1,1.0,763.0,0,0,0.0
POL003,politics,llama31_8b,dist,0,0.2857142857142857,801.0,0,0,0.0
POL003,politics,llama31_8b,gold,0,0.2857142857142857,1068.0,0,0,0.0
POL003,politics,llama31_8b,para,0,0.2857142857142857,919.0,0,0,0.0
POL003,politics,llama31_8b,para_dist,0,0.2857142857142857,876.0,0,0,0.0
POL004,politics,llama31_8b,dist,0,0.4,822.0,0,0,0.0
POL004,politics,llama31_8b,gold,0,0.4,923.0,0,0,0.0
POL004,politics,llama31_8b,para,0,0.4,818.0,0,0,0.0
POL004,politics,llama31_8b,para_dist,0,0.4,932.0,0,0,0.0
POL005,politics,llama31_8b,dist,1,1.0,923.0,0,0,0.0
POL005,politics,llama31_8b,gold,1,1.0,924.0,0,0,0.0
POL005,politics,llama31_8b,para,1,1.0,765.0,0,0,0.0
POL005,politics,llama31_8b,para_dist,1,1.0,921.0,0,0,0.0
POL006,politics,llama31_8b,dist,0,0.8,852.0,0,0,0.0
POL006,politics,llama31_8b,gold,0,0.8,767.0,0,0,0.0
POL006,politics,llama31_8b,para,0,0.8,790.0,0,0,0.0
POL006,politics,llama31_8b,para_dist,0,0.8,905.0,0,0,0.0
POL007,politics,llama31_8b,dist,0,0.8,922.0,0,0,0.0
POL007,politics,llama31_8b,gold,0,0.8,864.0,0,0,0.0
POL007,politics,llama31_8b,para,0,0.8,786.0,0,0,0.0
POL007,politics,llama31_8b,para_dist,0,0.8,836.0,0,0,0.0
POL008,politics,llama31_8b,dist,0,0.6666666666666666,877.0,0,0,0.12121212121212122
POL008,politics,llama31_8b,gold,0,0.888888888888889,955.0,0,0,0.11111111111111105
POL008,politics,llama31_8b,para,0,0.888888888888889,773.0,0,0,0.0
POL008,politics,llama31_8b,para_dist,0,0.8,917.0,0,0,0.07272727272727275
POL009,politics,llama31_8b,dist,1,1.0,785.0,0,0,0.0
POL009,politics,llama31_8b,gold,1,1.0,854.0,0,0,0.0
POL009,politics,llama31_8b,para,0,0.6666666666666666,1023.0,0,0,0.0
POL009,politics,llama31_8b,para_dist,0,0.6666666666666666,819.0,0,0,0.0
POL010,politics,llama31_8b,dist,1,1.0,893.0,0,0,0.0
POL010,politics,llama31_8b,gold,1,1.0,851.0,0,0,0.0
POL010,politics,llama31_8b,para,1,1.0,848.0,0,0,0.0
POL010,politics,llama31_8b,para_dist,1,1.0,789.0,0,0,0.0
SCI001,science,llama31_8b,dist,1,1.0,919.0,0,0,0.0
SCI001,science,llama31_8b,gold,1,1.0,890.0,0,0,0.0
SCI001,science,llama31_8b,para,1,1.0,921.0,0,0,0.0
SCI001,science,llama31_8b,para_dist,1,1.0,943.0,0,0,0.0
SCI002,science,llama31_8b,dist,1,1.0,920.0,0,0,0.0
SCI002,science,llama31_8b,gold,1,1.0,846.0,0,0,0.0
SCI002,science,llama31_8b,para,1,1.0,821.0,0,0,0.0
SCI002,science,llama31_8b,para_dist,1,1.0,923.0,0,0,0.0
SCI003,science,llama31_8b,dist,0,0.8,878.0,0,0,0.0
SCI003,science,llama31_8b,gold,0,0.8,818.0,0,0,0.0
SCI003,science,llama31_8b,para,0,0.8,876.0,0,0,0.0
